Pr Products - 09 July 2015 - v1.1,,,,,,,
,,,,,,,
Code,Group,Sub group,Section,Object,Title,NBS Code,NRM
Pr_15,15,,,,Preparatory products,,
Pr_15_31,15,31,,,Formless preparatory products,,
Pr_15_31_04,15,31,04,,Applied cleaning and repair treatments,,
Pr_15_31_04_06,15,31,04,06,Biocidal cleaning solutions,45-40-05/311 Biocidal cleaning solution;,
Pr_15_31_04_11,15,31,04,11,Chemical cleaning gels and liquids,45-55-08/318 Chemical cleaning gels and liquids;,
Pr_15_31_04_12,15,31,04,12,Chemical poultices,45-55-08/370 Chemical poultices;,
Pr_15_31_04_13,15,31,04,13,Cleaners,45-35-62/325 Cleaner;,
Pr_15_31_04_14,15,31,04,14,Cleaning agents,45-55-08/320 Cleaning agents;,
Pr_15_31_04_15,15,31,04,15,Concrete surface retarders,45-55-08/400 Concrete surface retarders;,
Pr_15_31_04_16,15,31,04,16,Concrete treatment surface and injection chemicals,45-55-08/350 Concrete treatment surface or injection systems;,
Pr_15_31_04_20,15,31,04,20,Curing compounds,45-55-08/380 Curing compounds;,
Pr_15_31_04_34,15,31,04,34,Graffiti-removing chemicals,45-55-08/330 Graffiti removing chemicals;,
Pr_15_31_04_53,15,31,04,53,Mould removers,45-40-05/317 Mould removers;,
Pr_15_31_04_60,15,31,04,60,Paint strippers,,
Pr_15_31_04_64,15,31,04,64,Plain poultices,45-55-08/360 Plain poultices;,
Pr_15_31_04_77,15,31,04,77,Shampoos,,
Pr_15_31_04_80,15,31,04,80,Snow clearing chemicals,45-55-08/340 Snow clearing chemicals;,
Pr_15_31_04_81,15,31,04,81,Solvents,,
Pr_15_31_04_84,15,31,04,84,Spot-removing chemicals,,
Pr_15_31_04_85,15,31,04,85,Sugar soap,45-35-62/375 Sugar soap;,
Pr_15_31_04_86,15,31,04,86,Surface cleaners,,
Pr_15_31_12,15,31,12,,Chemical soils stabilizers,,
Pr_15_31_12_42,15,31,12,42,Injectable resinous soil stabilizers,,
Pr_15_31_26,15,31,26,,Excavated earth and fill materials,,
Pr_15_31_26_07,15,31,26,07,Bentonite,,
Pr_15_31_26_13,15,31,26,13,Chalk,45-35-88/375 Chalk;,
Pr_15_31_26_14,15,31,26,14,Clay,45-55-28/320 Clay;,
Pr_15_31_26_15,15,31,26,15,Coarse no fines rubble fill materials,,
Pr_15_31_26_26,15,31,26,26,Earth,45-55-28/330 Earth;,
Pr_15_31_26_31,15,31,26,31,Glass bottles,45-55-28/345 Glass bottles;,
Pr_15_31_26_33,15,31,26,33,Graded granular fill materials,,
Pr_15_31_26_34,15,31,26,34,Graded natural granular fill materials,,
Pr_15_31_26_35,15,31,26,35,Graded recycled granular fill materials,,
Pr_15_31_26_36,15,31,26,36,Hardcores,45-55-28/350 Hardcore;,
Pr_15_31_26_37,15,31,26,37,Highways Agency unbound mixtures Category B,45-55-28/420 Highways Agency unbound mixture Category B;,
Pr_15_31_26_38,15,31,26,38,Highways Agency unbound mixtures Type 1,45-55-28/360 Highways Agency unbound mixture Type 1;,
Pr_15_31_26_39,15,31,26,39,Highways Agency unbound mixtures Type 2,45-55-28/370 Highways Agency unbound mixture Type 2;,
Pr_15_31_26_40,15,31,26,40,Highways Agency unbound mixtures Type 3,45-55-28/380 Highways Agency unbound mixture Type 3;,
Pr_15_31_26_41,15,31,26,41,Highways Agency unbound mixtures Type 4,45-55-28/390 Highways Agency unbound mixture Type 4;,
Pr_15_31_26_42,15,31,26,42,Hoggins,45-55-28/400 Hoggin;,
Pr_15_31_26_46,15,31,26,46,Landscape area fill materials,45-55-28/340 Fill materials for landscape areas;,
Pr_15_31_26_90,15,31,26,90,Topsoil,,
Pr_15_57,15,57,,,"Non-rigid sheet, meat and strip preparatory products",,
Pr_15_57_30,15,57,30,,Geomembranes,,
Pr_15_57_30_10,15,57,30,10,Butyl rubber geomembranes,45-65-35/360 Butyl rubber geomembranes;,
Pr_15_57_30_13,15,57,30,13,Chlorinated polyethylene (PE-C) geomembranes,45-65-35/365 Chlorinated polyethylene (PE-C) geomembranes;,
Pr_15_57_30_14,15,57,30,14,Chlorosulfonated polythylene (PE-CS) geomembranes,45-65-35/370 Chlorosulfonated polyethylene (PE-CS) geomembranes;,
Pr_15_57_30_27,15,57,30,27,Ethylene propylene diene monomer (EPDM) geomembranes,45-65-35/375 Ethylene propylene diene monomer (EPDM) geomembranes;,
Pr_15_57_30_33,15,57,30,33,Geocomposite membranes,,
Pr_15_57_30_37,15,57,30,37,High density polyethylene (PE-HD) geomembranes,45-65-35/385 High density polyethylene (PE-HD) geomembrane;,
Pr_15_57_30_47,15,57,30,47,Low density polyethylene (PE-LD) geomembranes,45-65-35/380 Low density polyethylene (PE-LD) geomembranes;,
Pr_15_57_30_65,15,57,30,65,Plastics geomembranes,,
Pr_15_57_30_71,15,57,30,71,Polypropylene membranes,45-65-35/390 Polypropylene geomembranes;,
Pr_15_57_30_72,15,57,30,72,Polyvinyl chloride (PVC) geomembranes,45-65-35/392 Polyvinyl chloride (PVC) geomembranes;,
Pr_15_57_30_73,15,57,30,73,Polyvinylidene fluoride (PVDF) hydrophobic geomembranes,45-65-35/395 Polyvinylidene fluoride (PVDF) hydrophobic geomembrane;,
Pr_15_57_33,15,57,33,,Geosynthetics,,
Pr_15_57_33_30,15,57,33,30,Foamed aminoplastic resin moisture retention mats,45-65-35/455 Foamed aminoplastic resin moisture retention mats;,
Pr_15_57_33_33,15,57,33,33,Geocomposite drainage sheets,45-65-35/320 Geocomposite drainage sheet;,
Pr_15_57_33_34,15,57,33,34,Geocomposite gas venting layer,45-65-35/325 Geocomposite gas venting layer;,
Pr_15_57_33_36,15,57,33,36,Geocomposite studded sheet,45-65-35/330 Geocomposite studded sheet;,
Pr_15_57_33_37,15,57,33,37,Geomats,45-65-35/335 Geomats;,
Pr_15_57_33_38,15,57,33,38,Geonets,45-65-35/340 Geonets;,
Pr_15_57_33_39,15,57,33,39,Geosynthetic clay liners (GCLs),45-65-35/345 Geosynthetic clay liners (GCLs);,
Pr_15_57_33_41,15,57,33,41,High density polyethylene (PE-HD) geogrids,45-65-35/350 High density polyethylene (PE-HD) geogrids;,
Pr_15_57_33_60,15,57,33,60,Plastics geocomposite sheets,,
Pr_15_57_33_61,15,57,33,61,Plastics geocell boards,,
Pr_15_57_33_62,15,57,33,62,Plastics geocell sheets,,
Pr_15_57_33_63,15,57,33,63,Plastics geocellular drainage mats,45-65-35/460 Plastics geocellular drainage mats;,
Pr_15_57_33_64,15,57,33,64,Plastics geogrids,,
Pr_15_57_33_70,15,57,33,70,Polypropylene geocells,45-65-35/315 Polypropylene geocells;,
Pr_15_57_33_74,15,57,33,74,Polyester geocells,45-65-35/310 Polyethylene geocells;,
Pr_15_57_33_75,15,57,33,75,Polyester (PET) geogrids,45-65-35/355 Polyester (PET) geogrids;,
Pr_15_57_33_77,15,57,33,77,Polyethylene geocells,45-65-35/305 Polyester geocells;,
Pr_15_57_33_85,15,57,33,85,Spun-bonded polypropylene (PP) weed suppression membranes,,
Pr_15_57_33_97,15,57,33,97,Woven polypropylene (PP) weed suppression membranes,,
Pr_15_57_35,15,57,35,,Geotextiles,,
Pr_15_57_35_07,15,57,35,07,Biodegradable flax geotextiles,45-65-35/400 Biodegradable flax geotextiles;,
Pr_15_57_35_08,15,57,35,08,Bituminous felt geotextiles,45-65-35/405 Bituminous felt geotextiles;,
Pr_15_57_35_34,15,57,35,34,Glass fibre tissue geotextiles,45-65-35/410 Glass fibre tissue geotextiles;,
Pr_15_57_35_44,15,57,35,44,Jute geotextiles,45-65-35/415 Jute geotextiles;,
Pr_15_57_35_50,15,57,35,50,Mineral wool water retention geotextiles,,
Pr_15_57_35_56,15,57,35,56,Natural material geotextiles,,
Pr_15_57_35_57,15,57,35,57,Needle-punched nonwoven geotextiles,,
Pr_15_57_35_61,15,57,35,61,Plastics geotextiles,,
Pr_15_57_35_62,15,57,35,62,Polyacrylonitrile (PAN) water retention geotextiles,45-65-35/420 Polyacrylonitrile (PAN) water retention geotextiles;,
Pr_15_57_35_63,15,57,35,63,Polyamide water retention geotextiles,45-65-35/425 Polyamide water retention geotextiles;,
Pr_15_57_35_64,15,57,35,64,Polypropylene filter geotextiles,45-65-35/440 Polypropylene filter geotextiles;,
Pr_15_57_35_65,15,57,35,65,Polypropylene water retention geotextiles,45-65-35/445 Polypropylene water retention geotextiles;,
Pr_15_57_35_66,15,57,35,66,Polyester filter geotextiles,45-65-35/430 Polyester filter geotextiles;,
Pr_15_57_35_67,15,57,35,67,Polyethylene filter geotextiles,45-65-35/435 Polyethylene filter geotextiles;,
Pr_15_57_35_68,15,57,35,68,Polyvinylidene fluoride (PVDF) hydrophilic geotextiles,45-65-35/450 Polyvinylidene fluoride (PVDF) hydrophilic geotextiles;,
Pr_15_57_35_88,15,57,35,88,Thermally-bonded nonwoven geotextiles,,
Pr_15_71,15,71,,,"Rigid board, panel and sheet preparatory products",,
Pr_15_71_90,15,71,90,,Trench boards and sheets,,
Pr_15_71_90_90,15,71,90,90,Trench boards,,
Pr_15_71_90_91,15,71,90,91,Trench sheets,,
Pr_15_93,15,93,,,Unit preparatory products,,
Pr_15_93_30,15,93,30,,Fill blocks,,
Pr_15_93_30_28,15,93,30,28,Expanded polystyrene (EPS) fill blocks,,
Pr_20,20,,,,Structure and general products,,
Pr_20_29,20,29,,,Fastener products,,
Pr_20_29_03,20,29,03,,Anchors and components,,
Pr_20_29_03_04,20,29,03,04,Anchor blocks,,
Pr_20_29_03_05,20,29,03,05,Anchor rails,,
Pr_20_29_03_10,20,29,03,10,Carbon steel anchor plates,45-60-50/450 Carbon steel anchor plates;,
Pr_20_29_03_11,20,29,03,11,Carbon steel chemical anchor rods,45-50-12/330 Carbon steel anchor rods;,
Pr_20_29_03_12,20,29,03,12,Carbon steel chemical anchor sockets,45-50-12/350 Carbon steel anchor sockets;,
Pr_20_29_03_13,20,29,03,13,Carbon steel post base plates,45-50-05/420 Carbon steel post baseplates;,
Pr_20_29_03_14,20,29,03,14,Carbon steel post spikes,45-50-05/410 Carbon steel post spikes;,
Pr_20_29_03_15,20,29,03,15,Cavity anchors,45-50-05/305 Cavity anchors;,
Pr_20_29_03_16,20,29,03,16,Chemical anchor capsules,45-50-12/320 Chemical anchor capsules;,
Pr_20_29_03_17,20,29,03,17,Chemical anchor cartridges,45-50-12/310 Chemical anchor cartridges;,
Pr_20_29_03_18,20,29,03,18,Chemical anchors,,
Pr_20_29_03_28,20,29,03,28,Expansion anchors,45-50-05/310 Expansion anchors;,
Pr_20_29_03_31,20,29,03,31,Framing anchors,45-50-50/405 Framing anchors;,
Pr_20_29_03_32,20,29,03,32,Framing fasteners,45-50-05/315 Frame fasteners;,
Pr_20_29_03_33,20,29,03,33,Ground anchor heads,45-50-05/345 Ground anchors;,
Pr_20_29_03_34,20,29,03,34,Ground plate anchors,45-50-05/345 Ground anchors;,
Pr_20_29_03_35,20,29,03,35,Grouted ground anchors,45-50-05/345 Ground anchors;,
Pr_20_29_03_36,20,29,03,36,Hammer-in fasteners,45-50-05/320 Hammer-in fasteners;,
Pr_20_29_03_44,20,29,03,44,J-pins,45-50-05/430 J-Pins;,
Pr_20_29_03_47,20,29,03,47,Lifting anchors,,
Pr_20_29_03_48,20,29,03,48,Lifting hoops,,
Pr_20_29_03_66,20,29,03,66,Prestressing anchors,,
Pr_20_29_03_72,20,29,03,72,Rock bolts,45-50-05/370 Rock bolts;,
Pr_20_29_03_73,20,29,03,73,Rock dowels,45-50-05/380 Rock dowels;,
Pr_20_29_03_77,20,29,03,77,Socket anchors,45-50-05/325 Socket anchors;,
Pr_20_29_03_78,20,29,03,78,Solar module roof anchors,,
Pr_20_29_03_79,20,29,03,79,Split rings,45-25-38/425 Split rings;,
Pr_20_29_03_80,20,29,03,80,Sprayed concrete anchor studs,45-50-05/350 Studs for sprayed concrete;,
Pr_20_29_03_81,20,29,03,81,Sprayed concrete ties,45-50-05/355 Ties for sprayed concrete;,
Pr_20_29_03_82,20,29,03,82,Stainless steel anchor plates,45-60-50/455 Stainless steel anchor plates;,
Pr_20_29_03_83,20,29,03,83,Stainless steel chemical anchor rods,45-50-12/340 Stainless steel anchor rods;,
Pr_20_29_03_84,20,29,03,84,Stainless steel chemical anchor sockets,45-50-12/360 Stainless steel anchor sockets;,
Pr_20_29_03_86,20,29,03,86,Structural anchors,45-50-05/400 Structural anchors;,
Pr_20_29_03_88,20,29,03,88,Threaded anchors,45-50-05/330 Threaded anchors;,
Pr_20_29_03_92,20,29,03,92,Undercut anchors,45-50-05/335 Undercut anchors;,
Pr_20_29_03_97,20,29,03,97,Wedge anchors,45-50-05/340 Wedge anchors;,
Pr_20_29_04,20,29,04,,Angle fasteners,,
Pr_20_29_04_26,20,29,04,26,Equal angles fasteners,45-70-05/470 Equal angles fastenings;,
Pr_20_29_04_27,20,29,04,27,Equipment fasteners,45-70-05/475 Fasteners for securing equipment;,
Pr_20_29_08,20,29,08,,Bolts and accessories,,
Pr_20_29_08_04,20,29,08,04,Anchor bolts,,
Pr_20_29_08_07,20,29,08,07,Black hexagon nuts and bolts,45-50-10/310 Black hexagon nuts and bolts;,
Pr_20_29_08_08,20,29,08,08,Bolt boxes,45-50-10/400 Bolt boxes;,
Pr_20_29_08_11,20,29,08,11,Carbon steel hexagon headed nuts and bolts,45-50-10/330 Hexagon head carbon steel nuts and bolts;,
Pr_20_29_08_12,20,29,08,12,Carbon steel hook bolts (J-bolts) ,45-50-10/340 Carbon steel hook bolts;,
Pr_20_29_08_15,20,29,08,15,Coach (carriage) bolts and nuts,45-50-10/325 Coach bolts and nuts;,
Pr_20_29_08_26,20,29,08,26,Elevator bolts,,
Pr_20_29_08_27,20,29,08,27,Eye bolts,,
Pr_20_29_08_28,20,29,08,28,Expanding bolts,,
Pr_20_29_08_36,20,29,08,36,Hanger bolts,,
Pr_20_29_08_38,20,29,08,38,Holding down bolt assemblies,45-50-10/315 Carbon steel holding down bolt assemblies with anchorages;,
Pr_20_29_08_42,20,29,08,42,Indented bolts,45-50-10/350 Indented bolts;,
Pr_20_29_08_46,20,29,08,46,Lag bolts,,
Pr_20_29_08_57,20,29,08,57,Nylon gutter bolts,90-05-35/455 Nylon gutter bolts;,
Pr_20_29_08_66,20,29,08,66,Preloaded bolt assemblies,45-50-10/320 Carbon steel preloaded bolt assemblies;,
Pr_20_29_08_78,20,29,08,78,Shoulder bolts,,
Pr_20_29_08_83,20,29,08,83,Stainless steel gutter bolts,90-05-35/470 Stainless steel gutter bolts;,
Pr_20_29_08_84,20,29,08,84,Stainless steel hexagon headed nuts and bolts,45-50-10/335 Hexagon head stainless steel nuts and bolts;,
Pr_20_29_08_85,20,29,08,85,Stainless steel hook bolts (J-bolts) ,45-50-10/345 Stainless steel hook bolts;,
Pr_20_29_08_92,20,29,08,92,U-bolts,,
Pr_20_29_10,20,29,10,,Bridge suspension cable accessories,,
Pr_20_29_10_11,20,29,10,11,Cable sleeves,45-70-10/350 Cable sleeves;,
Pr_20_29_10_12,20,29,10,12,Cable strand sockets,45-70-10/340 Cable strand sockets;,
Pr_20_29_10_13,20,29,10,13,Cast steel anchorage couplers,45-70-10/320 Cast steel anchorage couplers;,
Pr_20_29_10_14,20,29,10,14,Cast steel cable bands,45-70-10/330 Cast steel cable bands;,
Pr_20_29_10_15,20,29,10,15,Cast steel saddles,45-70-10/335 Cast steel saddles;,
Pr_20_29_10_16,20,29,10,16,Cast steel suspender sockets,45-70-10/325 Cast steel suspender sockets;,
Pr_20_29_10_21,20,29,10,21,Dampers,45-70-10/360 Dampers;,
Pr_20_29_10_79,20,29,10,79,Sleeve clamps,45-70-10/355 Sleeve clamps;,
Pr_20_29_14,20,29,14,,Clips and clamps,,
Pr_20_29_14_13,20,29,14,13,Circlips,,
Pr_20_29_14_16,20,29,14,16,Colour pipe clips,,
Pr_20_29_14_17,20,29,14,17,Copper clips,45-50-17/310 Copper clips;,
Pr_20_29_14_22,20,29,14,22,Deck board clips,45-50-17/320 Deck board clips;,
Pr_20_29_14_24,20,29,14,24,Drainage pipe clips,,
Pr_20_29_14_28,20,29,14,28,Earthing and bonding clamps,,
Pr_20_29_14_30,20,29,14,30,Fence panel clips,45-50-17/340 Fence panel clips;,
Pr_20_29_14_31,20,29,14,31,Floor clips,,
Pr_20_29_14_32,20,29,14,32,Frame cramps,45-50-50/320 Frame cramps;,
Pr_20_29_14_33,20,29,14,33,Glass panel fixing clips,45-50-17/330 Glass panel fixing clips;,
Pr_20_29_14_34,20,29,14,34,Glass-to-glass clips,,
Pr_20_29_14_35,20,29,14,35,Glass-to-wall clips,,
Pr_20_29_14_45,20,29,14,45,Lift-off panel clips,45-50-17/350 Lift off panel clips;,
Pr_20_29_14_50,20,29,14,50,Masonry cramps,45-50-50/335 Masonry cramps and dowels;,
Pr_20_29_14_52,20,29,14,52,Metal cladding solar module clamps,,
Pr_20_29_14_68,20,29,14,68,Push-fit panel clips,45-50-17/360 Push fit panel clips;,
Pr_20_29_14_76,20,29,14,76,Security glazing clips,45-50-17/370 Security glazing clips;,
Pr_20_29_14_82,20,29,14,82,Stainless steel spring clips,45-50-17/380 Stainless steel spring clips;,
Pr_20_29_14_84,20,29,14,84,Standing seam fixed clips,45-50-17/390 Standing seam fixed clips;,
Pr_20_29_14_85,20,29,14,85,Standing seam sliding clips,45-50-17/400 Standing seam sliding clips;,
Pr_20_29_14_86,20,29,14,86,Steel clips,45-50-17/410 Steel clips;,
Pr_20_29_14_87,20,29,14,87,Suspended ceiling clips,45-50-17/420 Suspended ceiling clips;,
Pr_20_29_14_90,20,29,14,90,Truss clips,45-50-50/435 Truss clips;,
Pr_20_29_23,20,29,23,,Dowels and rods,,
Pr_20_29_23_11,20,29,23,11,Carbon steel dowel bars,45-75-42/400 Carbon steel dowel bar;,
Pr_20_29_23_12,20,29,23,12,Carbon steel rods,45-50-20/340 Carbon steel rods;,
Pr_20_29_23_22,20,29,23,22,Dowel bar caps,,
Pr_20_29_23_23,20,29,23,23,Dowel-retaining fasteners,45-50-50/325 Dowel retaining fasteners;,
Pr_20_29_23_30,20,29,23,30,Fibre-reinforced plastics dowels,45-50-20/310 Fibre reinforced plastics dowels;,
Pr_20_29_23_36,20,29,23,36,Hardwood dowels,45-50-20/320 Hardwood dowels;,
Pr_20_29_23_40,20,29,23,40,Hot welding rods,45-20-70/497 Hot welding rods;,
Pr_20_29_23_50,20,29,23,50,Masonry dowels,45-50-50/335 Masonry cramps and dowels;,
Pr_20_29_23_52,20,29,23,52,"Metal dowels, pins and rods","45-50-20/325 Metal dowels, pins and rods;",
Pr_20_29_23_65,20,29,23,65,Plastics dowel bar cap,45-75-42/420 Plastics dowel bar cap;,
Pr_20_29_23_80,20,29,23,80,Softwood dowels,,
Pr_20_29_23_83,20,29,23,83,Stainless steel dowel bars,45-75-42/430 Stainless steel dowel bar;,
Pr_20_29_23_84,20,29,23,84,Stainless steel rods,45-50-20/350 Stainless steel rods;,
Pr_20_29_23_92,20,29,23,92,U-pins,45-50-20/370 U pins;,
Pr_20_29_29,20,29,29,,Ferrules and sleeves,,
Pr_20_29_29_23,20,29,29,23,Dowel bar sleeves,45-75-42/410 Plastics dowel sleeve;,
Pr_20_29_29_29,20,29,29,29,Ferrules,45-50-65/330 Ferrules;,
Pr_20_29_29_62,20,29,29,62,Plastics pile sleeves,45-60-60/380 Plastics pile sleeves;,
Pr_20_29_29_66,20,29,29,66,Pre-stressed reinforcement cable conduits,,
Pr_20_29_29_84,20,29,29,84,Spacer sleeves,45-50-65/380 Spacer sleeves;,
Pr_20_29_29_96,20,29,29,96,Wire-crimp ferrules,,
Pr_20_29_30,20,29,30,,Fixing lugs,,
Pr_20_29_30_11,20,29,30,11,Cable fixing lugs,,
Pr_20_29_30_12,20,29,30,12,Carbon steel fixing lugs,45-50-65/340 Carbon steel fixing lugs;,
Pr_20_29_30_24,20,29,30,24,Door fixing lugs,,
Pr_20_29_30_31,20,29,30,31,Furniture floor fixing lugs,,
Pr_20_29_30_32,20,29,30,32,Furniture wall fixing lugs,,
Pr_20_29_30_96,20,29,30,96,Window fixing lugs,,
Pr_20_29_31,20,29,31,,Flat and folded plate fasteners,,
Pr_20_29_31_08,20,29,31,08,Bolted joint connectors,45-50-50/400 Bolted joint connectors;,
Pr_20_29_31_12,20,29,31,12,Carbon steel nailing plates,45-50-50/415 Carbon steel nailing plates;,
Pr_20_29_31_13,20,29,31,13,Carbon steel punched metal plate fasteners,45-50-50/425 Carbon steel punched metal plate fasteners;,
Pr_20_29_31_44,20,29,31,44,Joist hangers,45-50-50/410 Joist hangers;,
Pr_20_29_31_52,20,29,31,52,Mortise and tenon joint oak pegs,45-50-50/440 Oak pegs for mortise and tenon joints in structural timber;,
Pr_20_29_31_84,20,29,31,84,Stainless steel nailing plates,45-50-50/420 Stainless steel nailing plates;,
Pr_20_29_31_85,20,29,31,85,Stainless steel punched metal plate fasteners,45-50-50/430 Stainless steel punched metal plate fasteners;,
Pr_20_29_34,20,29,34,,"Glass fixing plates, brackets and anchors",,
Pr_20_29_34_16,20,29,34,16,Cast brass glass fixing brackets,45-50-35/320 Cast brass brackets;,
Pr_20_29_34_34,20,29,34,34,Glass fin splice plates,45-50-35/340 Glass fin splice plates;,
Pr_20_29_34_35,20,29,34,35,Glass patch plates,45-50-35/310 Patch plates;,
Pr_20_29_34_85,20,29,34,85,Stainless steel glass block panel anchors,45-50-35/370 Stainless steel glass block panel anchors;,
Pr_20_29_34_86,20,29,34,86,Stainless steel point connectors,45-50-35/330 Stainless steel point connectors;,
Pr_20_29_56,20,29,56,,Nails,,
Pr_20_29_56_02,20,29,56,02,Aluminium nails,45-50-60/320 Aluminium nails;,
Pr_20_29_56_03,20,29,56,03,Annular nails,,
Pr_20_29_56_11,20,29,56,11,Carbon steel nails,45-50-60/345 Carbon steel nails;,
Pr_20_29_56_12,20,29,56,12,Carbon steel wire nails,45-50-60/325 Carbon steel wire nails;,
Pr_20_29_56_14,20,29,56,14,Clout head nails,,
Pr_20_29_56_15,20,29,56,15,Copper nails,45-50-60/330 Copper nails;,
Pr_20_29_56_16,20,29,56,16,Corrugated fasteners,,
Pr_20_29_56_19,20,29,56,19,Cut clasp nails,,
Pr_20_29_56_20,20,29,56,20,Cut floor brads,,
Pr_20_29_56_36,20,29,56,36,Hardboard nails,,
Pr_20_29_56_48,20,29,56,48,Lost head (round) nails,,
Pr_20_29_56_50,20,29,56,50,Masonry nails,,
Pr_20_29_56_59,20,29,56,59,Oval wire nails,,
Pr_20_29_56_60,20,29,56,60,Panel pins,,
Pr_20_29_56_65,20,29,56,65,Power driven nails,45-50-60/335 Power driven nails;,
Pr_20_29_56_78,20,29,56,78,Shot-fire nails,45-50-60/340 Shot-fire nails;,
Pr_20_29_56_82,20,29,56,82,Sprigs,,
Pr_20_29_56_83,20,29,56,83,Spring-head roofing nails,,
Pr_20_29_56_84,20,29,56,84,Square twisted nails,,
Pr_20_29_56_85,20,29,56,85,Stainless steel nails,45-50-60/350 Stainless steel nails;,
Pr_20_29_56_86,20,29,56,86,Staples,45-50-60/450 Staples;,
Pr_20_29_56_87,20,29,56,87,Tacks,,
Pr_20_29_56_93,20,29,56,93,Upholstery nails,,
Pr_20_29_57,20,29,57,,Nuts,,
Pr_20_29_57_01,20,29,57,01,Acorn nuts,,
Pr_20_29_57_02,20,29,57,02,Aerotite nuts,,
Pr_20_29_57_11,20,29,57,11,Cage nuts,,
Pr_20_29_57_12,20,29,57,12,Captive nuts,,
Pr_20_29_57_13,20,29,57,13,Castle nuts,,
Pr_20_29_57_23,20,29,57,23,Dome (cap) nuts,,
Pr_20_29_57_30,20,29,57,30,Flange nuts,,
Pr_20_29_57_36,20,29,57,36,Half nuts,,
Pr_20_29_57_37,20,29,57,37,Heavy hex nuts,,
Pr_20_29_57_38,20,29,57,38,Hex nuts,,
Pr_20_29_57_44,20,29,57,44,Jam nuts,,
Pr_20_29_57_45,20,29,57,45,K-lock nuts,,
Pr_20_29_57_50,20,29,57,50,Manifold nuts,,
Pr_20_29_57_56,20,29,57,56,Nylon-insert jam nuts,,
Pr_20_29_57_57,20,29,57,57,Nylon-insert lock nuts,,
Pr_20_29_57_66,20,29,57,66,Prevailing torque lock nuts,,
Pr_20_29_57_76,20,29,57,76,Serrated flange nuts,,
Pr_20_29_57_80,20,29,57,80,Slotted nuts,,
Pr_20_29_57_83,20,29,57,83,Square nuts,,
Pr_20_29_57_84,20,29,57,84,Stover nuts,,
Pr_20_29_57_85,20,29,57,85,Stud connector (coupling) nuts,,
Pr_20_29_57_88,20,29,57,88,Tee nuts,,
Pr_20_29_57_96,20,29,57,96,Wing nuts,,
Pr_20_29_60,20,29,60,,"Packings, washers and spacers",,
Pr_20_29_60_07,20,29,60,07,Bituminous felt packers,45-50-65/300 Bituminous felt packer;,
Pr_20_29_60_17,20,29,60,17,Crinkle washers,,
Pr_20_29_60_20,20,29,60,20,Cup (finishing) washers,45-50-65/320 Cups;,
Pr_20_29_60_28,20,29,60,28,External tooth lock (shake-proof) washers,,
Pr_20_29_60_29,20,29,60,29,Fender washers,,
Pr_20_29_60_30,20,29,60,30,Fibre washers,,
Pr_20_29_60_31,20,29,60,31,Flat washers,,
Pr_20_29_60_32,20,29,60,32,Formwork cover spacers,45-50-30/450 Cover spacer;,
Pr_20_29_60_34,20,29,60,34,Grommets,45-50-65/370 Grommets;,
Pr_20_29_60_36,20,29,60,36,Hardwood packers,45-50-65/310 Hardwood packer;,
Pr_20_29_60_37,20,29,60,37,Hardwood wedges,,
Pr_20_29_60_42,20,29,60,42,Internal tooth lock (shake-proof) washers,,
Pr_20_29_60_58,20,29,60,58,Ogee washers,,
Pr_20_29_60_59,20,29,60,59,Open push,,
Pr_20_29_60_60,20,29,60,60,Packings,45-50-65/360 Packings;,
Pr_20_29_60_61,20,29,60,61,Parallel circumferential packings,,
Pr_20_29_60_62,20,29,60,62,Penny (dock) washers,,
Pr_20_29_60_63,20,29,60,63,Plate (square) washers,,
Pr_20_29_60_64,20,29,60,64,Plywood packers,45-50-65/315 Plywood packer;,
Pr_20_29_60_65,20,29,60,65,Polyethylene packers,45-50-65/305 Polyethylene packer;,
Pr_20_29_60_76,20,29,60,76,Sealing washers,,
Pr_20_29_60_77,20,29,60,77,Shims and folding wedges,45-15-75/340 Steel shims and folding wedges;,
Pr_20_29_60_81,20,29,60,81,Softwood packs,,
Pr_20_29_60_82,20,29,60,82,Softwood wedges,,
Pr_20_29_60_84,20,29,60,84,Sprung (split lock) washers,,
Pr_20_29_60_87,20,29,60,87,Tapered circumferential packings,,
Pr_20_29_60_96,20,29,60,96,Washers,45-50-65/420 Washers;,
Pr_20_29_63,20,29,63,,Plugs,,
Pr_20_29_63_50,20,29,63,50,Masonry plugs,45-50-67/350 Masonry plugs;,
Pr_20_29_63_63,20,29,63,63,Plastics plugs,45-50-67/340 Plastics plugs;,
Pr_20_29_63_84,20,29,63,84,Studded cavity drainage membrane plugs,45-50-67/360 Plugs for studded cavity drainage membranes;,
Pr_20_29_63_85,20,29,63,85,Surface plugs and pellets,45-50-67/330 Surface plugs or pellets;,
Pr_20_29_70,20,29,70,,Rail fasteners,,
Pr_20_29_70_29,20,29,70,29,Fang spike,45-50-69/315 Fang spike;,
Pr_20_29_70_31,20,29,70,31,Fishplate,45-50-69/350 Fishplate;,
Pr_20_29_70_70,20,29,70,70,Rail clip fasteners,45-50-69/322 Rail clip fasteners;,
Pr_20_29_70_71,20,29,70,71,Rail spikes,45-50-69/305 Rail spike;,
Pr_20_29_70_76,20,29,70,76,Screw spike,45-50-69/310 Screw spike;,
Pr_20_29_70_80,20,29,70,80,Slabtrack,45-50-69/326 Slabtrack rail clip;,
